,id,isResult,h,a,goals,xG,forecast,year
91,6349,True,"{'id': '197', 'title': 'Kuban Krasnodar', 'short_title': 'KUB'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '3', 'a': '3'}","{'h': '3.01416', 'a': '1.92836'}","{'w': '0.6388', 'd': '0.2073', 'l': '0.1539'}",2014
92,6350,True,"{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '0', 'a': '1'}","{'h': '0.486503', 'a': '1.34804'}","{'w': '0.0943', 'd': '0.2566', 'l': '0.6491'}",2014
93,6351,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'h': '1', 'a': '1'}","{'h': '0.970351', 'a': '0.333673'}","{'w': '0.5118', 'd': '0.3652', 'l': '0.123'}",2014
94,6352,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '1', 'a': '0'}","{'h': '1.1052', 'a': '0.595448'}","{'w': '0.4984', 'd': '0.3226', 'l': '0.179'}",2014
95,6353,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '197', 'title': 'Kuban Krasnodar', 'short_title': 'KUB'}","{'h': '0', 'a': '1'}","{'h': '0.0668443', 'a': '1.95233'}","{'w': '0.0043', 'd': '0.0805', 'l': '0.9152'}",2014
96,6354,True,"{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'id': '191', 'title': 'Mordovya', 'short_title': 'MOR'}","{'h': '0', 'a': '1'}","{'h': '0.525769', 'a': '1.38045'}","{'w': '0.1092', 'd': '0.2544', 'l': '0.6364'}",2014
97,6355,True,"{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '0', 'a': '1'}","{'h': '0.314293', 'a': '1.27999'}","{'w': '0.0746', 'd': '0.268', 'l': '0.6574'}",2014
98,6356,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '1', 'a': '3'}","{'h': '1.64141', 'a': '1.38892'}","{'w': '0.4174', 'd': '0.2976', 'l': '0.285'}",2014
99,6357,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '1', 'a': '0'}","{'h': '2.43323', 'a': '0.944489'}","{'w': '0.7673', 'd': '0.1493', 'l': '0.0834'}",2014
100,6358,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '0', 'a': '0'}","{'h': '0.334536', 'a': '0.202466'}","{'w': '0.2412', 'd': '0.6189', 'l': '0.1399'}",2014
101,6359,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '2', 'a': '0'}","{'h': '1.46184', 'a': '0.347577'}","{'w': '0.684', 'd': '0.2392', 'l': '0.0768'}",2014
102,6360,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '2', 'a': '0'}","{'h': '2.4349', 'a': '0.82697'}","{'w': '0.7661', 'd': '0.1576', 'l': '0.0763'}",2014
103,6361,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '1', 'a': '3'}","{'h': '1.39961', 'a': '3.35238'}","{'w': '0.0414', 'd': '0.1129', 'l': '0.8457'}",2014
104,6362,True,"{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '2', 'a': '1'}","{'h': '2.26135', 'a': '1.20104'}","{'w': '0.6549', 'd': '0.2193', 'l': '0.1258'}",2014
105,6363,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '2', 'a': '1'}","{'h': '1.52531', 'a': '0.779559'}","{'w': '0.5702', 'd': '0.266', 'l': '0.1638'}",2014
106,6364,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '197', 'title': 'Kuban Krasnodar', 'short_title': 'KUB'}","{'h': '1', 'a': '0'}","{'h': '0.69038', 'a': '0.571293'}","{'w': '0.3223', 'd': '0.4168', 'l': '0.2609'}",2014
107,6365,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '3', 'a': '0'}","{'h': '1.74321', 'a': '0.325557'}","{'w': '0.7991', 'd': '0.1635', 'l': '0.0374'}",2014
108,6366,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'h': '4', 'a': '0'}","{'h': '1.80643', 'a': '0.349176'}","{'w': '0.7965', 'd': '0.162', 'l': '0.0415'}",2014
109,6367,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '191', 'title': 'Mordovya', 'short_title': 'MOR'}","{'h': '4', 'a': '2'}","{'h': '2.16596', 'a': '1.54142'}","{'w': '0.523', 'd': '0.318', 'l': '0.159'}",2014
110,6368,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '0', 'a': '0'}","{'h': '0.855049', 'a': '0.418921'}","{'w': '0.4445', 'd': '0.387', 'l': '0.1685'}",2014
111,6369,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'h': '1', 'a': '1'}","{'h': '1.67511', 'a': '1.41546'}","{'w': '0.4363', 'd': '0.2836', 'l': '0.2801'}",2014
112,6370,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '1', 'a': '2'}","{'h': '1.78238', 'a': '2.00278'}","{'w': '0.2872', 'd': '0.2897', 'l': '0.4231'}",2014
113,6371,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '5', 'a': '0'}","{'h': '3.31277', 'a': '0.247345'}","{'w': '0.9674', 'd': '0.0275', 'l': '0.0051'}",2014
114,6372,True,"{'id': '191', 'title': 'Mordovya', 'short_title': 'MOR'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '1', 'a': '0'}","{'h': '0.519468', 'a': '0.530753'}","{'w': '0.2671', 'd': '0.4563', 'l': '0.2766'}",2014
115,6373,True,"{'id': '197', 'title': 'Kuban Krasnodar', 'short_title': 'KUB'}","{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'h': '1', 'a': '1'}","{'h': '1.37848', 'a': '0.522693'}","{'w': '0.6081', 'd': '0.2779', 'l': '0.114'}",2014
116,6374,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '1', 'a': '0'}","{'h': '0.730688', 'a': '0.66282'}","{'w': '0.3212', 'd': '0.3854', 'l': '0.2934'}",2014
117,6375,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '1', 'a': '1'}","{'h': '1.98625', 'a': '0.486005'}","{'w': '0.7819', 'd': '0.1689', 'l': '0.0492'}",2014
118,6376,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '0', 'a': '1'}","{'h': '1.40864', 'a': '0.429711'}","{'w': '0.6568', 'd': '0.2599', 'l': '0.0833'}",2014
119,6330,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '0', 'a': '1'}","{'h': '1.03782', 'a': '1.07088'}","{'w': '0.3041', 'd': '0.3466', 'l': '0.3493'}",2014
120,6331,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'h': '2', 'a': '1'}","{'h': '1.2634', 'a': '0.433426'}","{'w': '0.6013', 'd': '0.292', 'l': '0.1067'}",2014
121,6332,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '0', 'a': '1'}","{'h': '0.297173', 'a': '1.39543'}","{'w': '0.0408', 'd': '0.2059', 'l': '0.7533'}",2014
122,6333,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '1', 'a': '0'}","{'h': '1.19765', 'a': '0.437603'}","{'w': '0.5867', 'd': '0.3', 'l': '0.1133'}",2014
123,6334,True,"{'id': '197', 'title': 'Kuban Krasnodar', 'short_title': 'KUB'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '1', 'a': '1'}","{'h': '0.712667', 'a': '1.72101'}","{'w': '0.1185', 'd': '0.2238', 'l': '0.6577'}",2014
124,6335,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'h': '0', 'a': '1'}","{'h': '0.3184', 'a': '0.848475'}","{'w': '0.1204', 'd': '0.3864', 'l': '0.4932'}",2014
125,6336,True,"{'id': '191', 'title': 'Mordovya', 'short_title': 'MOR'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '0', 'a': '1'}","{'h': '0.826865', 'a': '0.676822'}","{'w': '0.382', 'd': '0.3701', 'l': '0.2479'}",2014
126,6337,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '1', 'a': '1'}","{'h': '1.12797', 'a': '0.474871'}","{'w': '0.5307', 'd': '0.3268', 'l': '0.1425'}",2014
127,6338,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '4', 'a': '0'}","{'h': '2.52296', 'a': '0.558035'}","{'w': '0.8553', 'd': '0.1119', 'l': '0.0328'}",2014
128,6339,True,"{'id': '197', 'title': 'Kuban Krasnodar', 'short_title': 'KUB'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '0', 'a': '1'}","{'h': '0.608338', 'a': '1.34466'}","{'w': '0.1124', 'd': '0.2767', 'l': '0.6109'}",2014
129,6340,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '0', 'a': '0'}","{'h': '0.467206', 'a': '0.630929'}","{'w': '0.2154', 'd': '0.4316', 'l': '0.353'}",2014
130,6341,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'h': '5', 'a': '0'}","{'h': '1.57249', 'a': '0.298553'}","{'w': '0.7432', 'd': '0.2073', 'l': '0.0495'}",2014
131,6342,True,"{'id': '191', 'title': 'Mordovya', 'short_title': 'MOR'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '0', 'a': '1'}","{'h': '0.160882', 'a': '0.934935'}","{'w': '0.0545', 'd': '0.3706', 'l': '0.5749'}",2014
132,6343,True,"{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '2', 'a': '2'}","{'h': '1.2908', 'a': '0.850171'}","{'w': '0.4636', 'd': '0.3181', 'l': '0.2183'}",2014
133,6344,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '0', 'a': '1'}","{'h': '0.803914', 'a': '0.824458'}","{'w': '0.3201', 'd': '0.3575', 'l': '0.3224'}",2014
134,6345,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '2', 'a': '0'}","{'h': '1.70585', 'a': '0.500514'}","{'w': '0.72', 'd': '0.2045', 'l': '0.0755'}",2014
135,6306,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '1', 'a': '2'}","{'h': '0.586805', 'a': '0.806751'}","{'w': '0.2331', 'd': '0.383', 'l': '0.3839'}",2014
136,6307,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '3', 'a': '0'}","{'h': '2.07603', 'a': '0.136137'}","{'w': '0.8958', 'd': '0.0961', 'l': '0.0081'}",2014
137,6308,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '1', 'a': '3'}","{'h': '1.29783', 'a': '1.82727'}","{'w': '0.2234', 'd': '0.2679', 'l': '0.5087'}",2014
138,6309,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '3', 'a': '1'}","{'h': '2.01051', 'a': '1.2082'}","{'w': '0.5876', 'd': '0.2518', 'l': '0.1606'}",2014
139,6310,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '0', 'a': '1'}","{'h': '0.35234', 'a': '0.169735'}","{'w': '0.2663', 'd': '0.619', 'l': '0.1147'}",2014
140,6311,True,"{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'h': '0', 'a': '0'}","{'h': '0.371689', 'a': '0.108806'}","{'w': '0.2957', 'd': '0.631', 'l': '0.0733'}",2014
141,6312,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '1', 'a': '0'}","{'h': '0.959013', 'a': '0.505787'}","{'w': '0.4703', 'd': '0.3439', 'l': '0.1858'}",2014
142,6313,True,"{'id': '197', 'title': 'Kuban Krasnodar', 'short_title': 'KUB'}","{'id': '191', 'title': 'Mordovya', 'short_title': 'MOR'}","{'h': '0', 'a': '0'}","{'h': '2.0947', 'a': '0.172119'}","{'w': '0.8755', 'd': '0.1083', 'l': '0.0162'}",2014
143,6314,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '1', 'a': '1'}","{'h': '1.47246', 'a': '0.538396'}","{'w': '0.6311', 'd': '0.2577', 'l': '0.1112'}",2014
144,6315,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'h': '1', 'a': '1'}","{'h': '0.848365', 'a': '0.957562'}","{'w': '0.2729', 'd': '0.3912', 'l': '0.3359'}",2014
145,6316,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '191', 'title': 'Mordovya', 'short_title': 'MOR'}","{'h': '4', 'a': '0'}","{'h': '1.68616', 'a': '0.204032'}","{'w': '0.7995', 'd': '0.1693', 'l': '0.0312'}",2014
146,6317,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '0', 'a': '1'}","{'h': '1.57195', 'a': '1.30875'}","{'w': '0.4145', 'd': '0.2962', 'l': '0.2893'}",2014
147,6318,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '1', 'a': '0'}","{'h': '1.44958', 'a': '0.716368'}","{'w': '0.5945', 'd': '0.2574', 'l': '0.1481'}",2014
148,6319,True,"{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '1', 'a': '1'}","{'h': '0.470415', 'a': '0.356423'}","{'w': '0.2845', 'd': '0.5091', 'l': '0.2064'}",2014
149,6320,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '2', 'a': '1'}","{'h': '1.61753', 'a': '0.700016'}","{'w': '0.6393', 'd': '0.2455', 'l': '0.1152'}",2014
150,6321,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '197', 'title': 'Kuban Krasnodar', 'short_title': 'KUB'}","{'h': '2', 'a': '1'}","{'h': '1.58395', 'a': '1.17604'}","{'w': '0.4468', 'd': '0.3243', 'l': '0.2289'}",2014
151,6322,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '0', 'a': '2'}","{'h': '1.00173', 'a': '1.3656'}","{'w': '0.2476', 'd': '0.2826', 'l': '0.4698'}",2014
152,6323,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'h': '1', 'a': '0'}","{'h': '0.706421', 'a': '0.145041'}","{'w': '0.4928', 'd': '0.4415', 'l': '0.0657'}",2014
153,6324,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '2', 'a': '0'}","{'h': '2.18266', 'a': '0.17014'}","{'w': '0.9254', 'd': '0.0658', 'l': '0.0088'}",2014
154,6325,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '1', 'a': '4'}","{'h': '0.535359', 'a': '2.14059'}","{'w': '0.0462', 'd': '0.1609', 'l': '0.7929'}",2014
155,6326,True,"{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '0', 'a': '1'}","{'h': '0.435475', 'a': '0.715619'}","{'w': '0.1993', 'd': '0.4273', 'l': '0.3734'}",2014
156,6327,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '0', 'a': '1'}","{'h': '0.369478', 'a': '0.428588'}","{'w': '0.2187', 'd': '0.5182', 'l': '0.2631'}",2014
157,6328,True,"{'id': '191', 'title': 'Mordovya', 'short_title': 'MOR'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '0', 'a': '0'}","{'h': '0.477091', 'a': '1.0462'}","{'w': '0.1504', 'd': '0.3386', 'l': '0.511'}",2014
158,6329,True,"{'id': '197', 'title': 'Kuban Krasnodar', 'short_title': 'KUB'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '1', 'a': '0'}","{'h': '1.48452', 'a': '0.292347'}","{'w': '0.7614', 'd': '0.1947', 'l': '0.0439'}",2014
159,6265,True,"{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '0', 'a': '3'}","{'h': '1.03', 'a': '2.02876'}","{'w': '0.0995', 'd': '0.2428', 'l': '0.6577'}",2014
160,6266,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '2', 'a': '2'}","{'h': '1.84654', 'a': '2.20665'}","{'w': '0.2572', 'd': '0.2687', 'l': '0.4741'}",2014
161,6267,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '191', 'title': 'Mordovya', 'short_title': 'MOR'}","{'h': '4', 'a': '0'}","{'h': '3.81833', 'a': '0.270059'}","{'w': '0.987', 'd': '0.0116', 'l': '0.0014'}",2014
162,6268,True,"{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'id': '197', 'title': 'Kuban Krasnodar', 'short_title': 'KUB'}","{'h': '1', 'a': '1'}","{'h': '0.920725', 'a': '1.55618'}","{'w': '0.1757', 'd': '0.2999', 'l': '0.5244'}",2014
163,6269,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '2', 'a': '1'}","{'h': '2.1629', 'a': '0.490455'}","{'w': '0.8499', 'd': '0.1289', 'l': '0.0212'}",2014
164,6270,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'h': '0', 'a': '1'}","{'h': '0.116435', 'a': '1.17594'}","{'w': '0.0274', 'd': '0.253', 'l': '0.7196'}",2014
165,6271,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'h': '0', 'a': '1'}","{'h': '0.148117', 'a': '0.72335'}","{'w': '0.0526', 'd': '0.3981', 'l': '0.5493'}",2014
166,6272,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'h': '1', 'a': '3'}","{'h': '0.383771', 'a': '1.24395'}","{'w': '0.1015', 'd': '0.2868', 'l': '0.6117'}",2014
167,6273,True,"{'id': '191', 'title': 'Mordovya', 'short_title': 'MOR'}","{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'h': '1', 'a': '0'}","{'h': '0.980735', 'a': '0.710213'}","{'w': '0.4241', 'd': '0.3808', 'l': '0.1951'}",2014
168,6274,True,"{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'h': '1', 'a': '2'}","{'h': '1.79575', 'a': '0.432515'}","{'w': '0.795', 'd': '0.159', 'l': '0.046'}",2014
169,6275,True,"{'id': '188', 'title': 'FK Akhmat', 'short_title': 'AKH'}","{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'h': '1', 'a': '2'}","{'h': '0.43545', 'a': '1.11367'}","{'w': '0.1217', 'd': '0.3107', 'l': '0.5676'}",2014
170,6276,True,"{'id': '197', 'title': 'Kuban Krasnodar', 'short_title': 'KUB'}","{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'h': '0', 'a': '2'}","{'h': '1.15093', 'a': '1.31322'}","{'w': '0.2656', 'd': '0.3765', 'l': '0.3579'}",2014
171,6277,True,"{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'id': '211', 'title': 'Torpedo Moscow', 'short_title': 'TOR'}","{'h': '2', 'a': '0'}","{'h': '2.4246', 'a': '1.09486'}","{'w': '0.7482', 'd': '0.182', 'l': '0.0698'}",2014
172,6278,True,"{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'h': '1', 'a': '2'}","{'h': '1.15481', 'a': '1.01731'}","{'w': '0.3552', 'd': '0.322', 'l': '0.3228'}",2014
173,6279,True,"{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'id': '183', 'title': 'Spartak Moscow', 'short_title': 'SPA'}","{'h': '1', 'a': '0'}","{'h': '0.769816', 'a': '1.59016'}","{'w': '0.1612', 'd': '0.2551', 'l': '0.5837'}",2014
174,6280,True,"{'id': '187', 'title': 'FC Rostov', 'short_title': 'ROS'}","{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'h': '2', 'a': '0'}","{'h': '1.39655', 'a': '0.502553'}","{'w': '0.6372', 'd': '0.2785', 'l': '0.0843'}",2014
175,6281,True,"{'id': '196', 'title': 'FC Krasnodar', 'short_title': 'KRA'}","{'id': '197', 'title': 'Kuban Krasnodar', 'short_title': 'KUB'}","{'h': '3', 'a': '2'}","{'h': '1.76155', 'a': '0.795699'}","{'w': '0.6191', 'd': '0.2413', 'l': '0.1396'}",2014
176,6282,True,"{'id': '189', 'title': 'Zenit St. Petersburg', 'short_title': 'ZEN'}","{'id': '186', 'title': 'Rubin Kazan', 'short_title': 'RUB'}","{'h': '1', 'a': '1'}","{'h': '1.62687', 'a': '0.884834'}","{'w': '0.5874', 'd': '0.2613', 'l': '0.1513'}",2014
177,6283,True,"{'id': '184', 'title': 'FC Ufa', 'short_title': 'UFA'}","{'id': '200', 'title': 'Arsenal Tula', 'short_title': 'ARS'}","{'h': '0', 'a': '1'}","{'h': '0.817325', 'a': '0.507546'}","{'w': '0.4192', 'd': '0.3815', 'l': '0.1993'}",2014
178,6284,True,"{'id': '190', 'title': 'Dinamo Moscow', 'short_title': 'DIN'}","{'id': '191', 'title': 'Mordovya', 'short_title': 'MOR'}","{'h': '2', 'a': '1'}","{'h': '2.08621', 'a': '1.0406'}","{'w': '0.6754', 'd': '0.2042', 'l': '0.1204'}",2014
179,6285,True,"{'id': '198', 'title': 'Ural', 'short_title': 'URA'}","{'id': '192', 'title': 'Lokomotiv Moscow', 'short_title': 'LOK'}","{'h': '2', 'a': '0'}","{'h': '1.49313', 'a': '0.665073'}","{'w': '0.5914', 'd': '0.2646', 'l': '0.144'}",2014
180,6286,True,"{'id': '195', 'title': 'Amkar', 'short_title': 'AMK'}","{'id': '185', 'title': 'CSKA Moscow', 'short_title': 'CSK'}","{'h': '1', 'a': '0'}","{'h': '1.08825', 'a': '0.940992'}","{'w': '0.3932', 'd': '0.3177', 'l': '0.2891'}",2014
